TITLE = "Cavity Iterative Residual History"
variables="Iteration""Time(s)""Res1""Res2""Res3"
800 4.036270e-02 6.919512e+120 6.919512e+120 6.919512e+120
810 4.036270e-02 1.776267e+122 1.776267e+122 1.776267e+122
820 4.036270e-02 6.165912e+123 6.165912e+123 6.165912e+123
830 4.036270e-02 2.305645e+125 2.305645e+125 2.305645e+125
840 4.036270e-02 7.271285e+126 7.271285e+126 7.271285e+126
850 4.036270e-02 3.105516e+128 3.105516e+128 3.105516e+128
860 4.036270e-02 7.963558e+129 7.963558e+129 7.963558e+129
870 4.036270e-02 2.482668e+131 2.482668e+131 2.482668e+131
880 4.036270e-02 4.904939e+132 4.904939e+132 4.904939e+132
890 4.036270e-02 3.013839e+134 3.013839e+134 3.013839e+134
900 4.036270e-02 1.128970e+136 1.128970e+136 1.128970e+136
910 4.036270e-02 4.053146e+137 4.053146e+137 4.053146e+137
920 4.036270e-02 2.084174e+139 2.084174e+139 2.084174e+139
930 4.036270e-02 5.308221e+140 5.308221e+140 5.308221e+140
940 4.036270e-02 9.862859e+141 9.862859e+141 9.862859e+141
950 4.036270e-02 2.331009e+143 2.331009e+143 2.331009e+143
960 4.036270e-02 5.418720e+144 5.418720e+144 5.418720e+144
970 4.036270e-02 1.265038e+146 1.265038e+146 1.265038e+146
980 4.036270e-02 5.913850e+147 5.913850e+147 5.913850e+147
990 4.036270e-02 1.878895e+149 1.878895e+149 1.878895e+149
1000 4.036270e-02 5.129927e+150 5.129927e+150 5.129927e+150
1010 4.036270e-02 3.235604e+152 3.235604e+152 3.235604e+152
1020 4.036270e-02 Inf Inf Inf
1030 4.036270e-02 Inf Inf Inf
1040 4.036270e-02 Inf Inf Inf
1050 4.036270e-02 Inf Inf Inf
1060 4.036270e-02 Inf Inf Inf
1070 4.036270e-02 Inf Inf Inf
1080 4.036270e-02 Inf Inf Inf
1090 4.036270e-02 Inf Inf Inf
1100 4.036270e-02 Inf Inf Inf
1110 4.036270e-02 Inf Inf Inf
1120 4.036270e-02 Inf Inf Inf
1130 4.036270e-02 Inf Inf Inf
1140 4.036270e-02 Inf Inf Inf
1150 4.036270e-02 Inf Inf Inf
1160 4.036270e-02 Inf Inf Inf
1170 4.036270e-02 Inf Inf Inf
1180 4.036270e-02 Inf Inf Inf
1190 4.036270e-02 Inf Inf Inf
1200 4.036270e-02 Inf Inf Inf
1210 4.036270e-02 Inf Inf Inf
1220 4.036270e-02 Inf Inf Inf
1230 4.036270e-02 Inf Inf Inf
1240 4.036270e-02 Inf Inf Inf
1250 4.036270e-02 Inf Inf Inf
1260 4.036270e-02 Inf Inf Inf
1270 4.036270e-02 Inf Inf Inf
1280 4.036270e-02 Inf Inf Inf
1290 4.036270e-02 Inf Inf Inf
1300 4.036270e-02 Inf Inf Inf
1310 4.036270e-02 Inf Inf Inf
1320 4.036270e-02 Inf Inf Inf
1330 4.036270e-02 Inf Inf Inf
1340 4.036270e-02 Inf Inf Inf
1350 4.036270e-02 Inf Inf Inf
1360 4.036270e-02 Inf Inf Inf
1370 4.036270e-02 Inf Inf Inf
